block,range,reg,rw,pnum,name,desc,lo,hi,unit,res,obj,rvs61,rvs21
,,"teehs ""noitpircseDllocotorP"" ]ced[",W/R,rebmuN,retemaraP,noitpircseD,timiL,timiL,tinU,noituloseR,tcejbO,16SVR,12SVR
,,ees( sserddA,,,,,rewoL,reppU,,,,,
,,retsigeR,,,,/noitaremunE,,,,,,,
,,BdM,,,,,,,,,,,
Holidays heating circuit 1,0x9800..0x9BFFBL,40445,R/W,652,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40446,R/W,653,Holidays Ende 2,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40447,R/W,653,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40448,R/W,652,Holidays Start 3,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40449,R/W,652,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40450,R/W,653,Holidays Ende 3,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40451,R/W,653,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40452,R/W,652,Holidays Start 4,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40453,R/W,652,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40454,R/W,653,Holidays Ende 4,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40455,R/W,653,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40456,R/W,652,Holidays Start 5,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40457,R/W,652,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40458,R/W,653,Holidays Ende 5,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40459,R/W,653,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40460,R/W,652,Holidays Start 6,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40461,R/W,652,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40462,R/W,653,Holidays Ende 6,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40463,R/W,653,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40464,R/W,652,Holidays Start 7,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40465,R/W,652,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40466,R/W,653,Holidays Ende 7,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40467,R/W,653,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40468,R/W,652,Holidays Start 8,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40469,R/W,652,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40470,R/W,653,Holidays Ende 8,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40471,R/W,653,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 1,0x9800..0x9BFFBL,40472,R/W,658,Holidays Operating level,x 0: Frost protection | 1: Reduced,0,1,,,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40480,R/W,662,Holidays Start 1,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40481,R/W,662,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40482,R/W,663,Holidays Ende 1,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40483,R/W,663,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40484,R/W,662,Holidays Start 2,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40485,R/W,662,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40486,R/W,663,Holidays Ende 2,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40487,R/W,663,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40488,R/W,662,Holidays Start 3,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40489,R/W,662,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40490,R/W,663,Holidays Ende 3,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40491,R/W,663,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40492,R/W,662,Holidays Start 4,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40493,R/W,662,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40494,R/W,663,Holidays Ende 4,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40495,R/W,663,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40496,R/W,662,Holidays Start 5,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40497,R/W,662,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40498,R/W,663,Holidays Ende 5,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40499,R/W,663,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40500,R/W,662,Holidays Start 6,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40501,R/W,662,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40502,R/W,663,Holidays Ende 6,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40504,R/W,662,Holidays Start 7,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40505,R/W,662,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40506,R/W,663,Holidays Ende 7,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40507,R/W,663,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40508,R/W,662,Holidays Start 8,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40509,R/W,662,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40510,R/W,663,Holidays Ende 8,H-Byte: Month | L-Byte: Day,1,12,Month,1,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40511,R/W,663,Status/Comand,see description,,,,,x,x,x
Holidays heating circuit 3,0x9800..0x9BFFBL,40512,R/W,668,Holidays Operating level,x 0: Frost protection | 1: Reduced,0,1,,,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,41984,R,,TempAnfoEMxt,Value,0,140,°C,1/64,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,41985,,,,Attribute,0,65535,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,41986,,,,Prio,0,16,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,41987,,,,Lrel,0,100,%,1,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,41988,,,,AttributeExt,0,65535,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,not used,,,,,,,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,41990,R/W,,StatEExt,Attribute,0,65535,,,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,41991,,,,LeistRel,0,100,%,1,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,41992,,,,LeistAbs,0,65535,kWh,1/10,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,41993,,,,BetStd,0,65535,h,1,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,41994,,,,AttributeExt,0,65535,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,not used,,,,,,,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,not used,,,,,,,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,41997,R/W,,ProzSperrErz,H-Byte: c8Value | L-Byte: c8Attribut,0,100,%,1,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,41998,R/W,,ProzZwangErz,H-Byte: c8Value | L-Byte: c8Attribut,0,100,%,1,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,41999,R,,TempAnfoKuehlEMxt,Wert,0,140,°C,1/64,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42000,,,,Attribute,0,65535,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,not used,,,,,,,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,not used,,,,,,,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42005,R/W,,StatEEKuehl,Attribute,0,65535,,,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,not used,,,,,,,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,not used,,,,,,,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42016,R/W,,TempAnfo,Value,0,140,°C,1/64,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42017,,,,Attribute,0,65535,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42018,R,,StatEM,Attribute,0,65535,,,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42019,,,,LeistRel,0,100,%,1,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42020,,,,LeistAbs,0,65535,kWh,1/10,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42021,R,,ProzSperrEM,H-Byte: c8Value | L-Byte: c8Attribut,0,100,%,1,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42022,R,,ProzZwangEM,H-Byte: c8Value | L-Byte: c8Attribut,0,100,%,1,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42023,R,,StatVM,Attribute,,,,,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42024,R,,ProzSperrVM,H-Byte: c8Value | L-Byte: c8Attribut,0,100,%,1,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42025,R,,ProzZwangVM,Wert | Attribut,0,100,%,1,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,not used,,,,,,,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,not used,,,,,,,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42032,R/W,,TempAnfoKuehl,Value,0,140,°C,1/64,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42033,,,,Attribute,0,65535,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42034,R,,StatEMKuehl,Attribute,0,65535,,,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42035,R,,StatVMKuehl,Attribute,0,65535,,,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,not used,,,,,,,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,not used,,,,,,,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42048,R/W,,TempErzWert,Value,0,140,°C,1/64,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42049,,,Status,see description,,,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42050,R,,TempSchiVor,Value,0,140,°C,1/64,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42051,,,Status,see description,,,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42052,R,,TempPuffer,Value,0,140,°C,1/64,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42053,,,Status,see description,,,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42054,R/W,,TempAuss,Value,-50,50,°C,1/64,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42055,,,Status,see description,,,,,,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,42056,R/W,,"Switch-on command heat pump See ""Swi-on command HP stage x"" in the manual",0: Control | 1: Off | 2: Stage1 | 3: Stage1 and 2,0,3,,1,x,x,x
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,,,,,,,,,10:Outside,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,,,,,,,,,11:Solar,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,,,,,,,,,12:Wind,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,1,,,,,,,,20:Boiler,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,2,,,,,,,,22:Boiler,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,solid,fuel,,,,,,,25:Boiler,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,flow,sensor,,,,,,,,26:Common,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,flow,sensor,,,,,,,,27:Common,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,temp,sensor,,,,,,,,28:Flue,,gas
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor 1,,,,,,,,,30:Flow,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor cooling,,1,,,,,,,31:Flow,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor 2,,,,,,,,,32:Flow,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor HP,,,,,,,,,33:Flow,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,,,,,,,,,34:Condenser,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,inlet sensor,,,,,,,,,35:Source,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,1,,,,,,,,36:Hot-gas,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,2,,,,,,,,37:Hot-gas,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor prim,,contr,,,,,,,38:Flow,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,,,,,,,,,39:Evaporator,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,1,,,,,,,,40:Return,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,2,,,,,,,,42:Return,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,solid,fuel,,,,,,,43:Return,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,HP,,,,,,,,44:Return,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,outlet,sensor,,,,,,,,45:Source,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,cascade,,,,,,,,46:Return,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,return,,sensor,,,,,,,47:Common,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,,liquid,,,,,,,48:Refrigerant,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,1,,,,,,,,50:DHW,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,flow sensor,,,,,,,,,54:DHW,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,2 DHW,sens,1,,,,,,,55:St,,tank
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,2 DHW,sens,2,,,,,,,56:St,,tank
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,circulation,,sensor,,,,,,,57:DHW,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,thermostat,,,,,,,,,58:DHW,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,1,,,,,,,,60:Room,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,unit 1,,,,,,,,,61:Room,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,unit 1 type,,,,,,,,,62:Room,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,unit 1 bus,,interr,,,,,,,64:Room,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,2,,,,,,,,65:Room,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,unit 2,,,,,,,,,66:Room,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,unit 2 type,,,,,,,,,67:Room,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,3,,,,,,,,68:Room,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,unit 2 bus,,interr,,,,,,,69:Room,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,tank,sensor,1,,,,,,,70:Storage,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,tank,sensor,2,,,,,,,71:Storage,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,tank,sensor,3,,,,,,,72:Storage,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,,1,,,,,,,73:Collector,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,,2,,,,,,,74:Collector,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,,,,,,,,,75:Bypass,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,1,,,,,,,,76:Special,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,,,,,,,,,77:Air,,pressure
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,pressure,sensor,,,,,,,,78:Water,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,sensor,,,,,,,,,79:Brine,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,communication,,,,,,,,,80:LPB,,no
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,,collision,,,,,,,,82:LPB,,address
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,,collision,,,,,,,,84:BSB,,address
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,communication,,,,,,,,,85:BSB,,Radio
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,short-circuit,,,,,,,,,87:PPS,,2
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,communication,,,,,,,,,88:PPS,,no
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,loss in RAM,,,,,,,,,90:Data,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,loss in EEPROM,,,,,,,,,91:Data,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,electronics,,error,,,,,,,92:Device,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,battery,,,,,,,,,93:Change,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,memory,,card,,,,,,,94:Battery,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,of day invalid,,,,,,,,,95:Time,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,SW failure,,,,,,,,,96:Minor,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,HW failure,,,,,,,,,97:SW,,or
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,module,,1,,,,,,,98:Extension,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,module,,2,,,,,,,99:Extension,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,time,masters,,,,,,,,100:2,,clock
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,clock time,source,,,,,,,,101:Par,,
Process Signal (Bridging Solution see special Document),0xA400..0xA7FBFL,without,backup,,,,,,,,102:Clock,,
